,code,Lat,Lon,he,geometry,dist,dist_to_france
12149,MAS2,-2.019709242,-212.73039783,80.3484878,POINT (16393977.12289238 -224833.0043699085),829.9987747078326,2674672.839173415
12225,MBGP,17.935984961,-66.936761584,5.4589046,POINT (-7451366.214881635 1996624.7127343325),678.9064428906839,422157.00287650916
12255,MCCM,38.144786481,-122.880189328,-3.7514728,POINT (-13678960.104574008 4246258.207483065),22.634793834747033,3451088.275750014
12291,MCOI,8.281531734,-286.941310968,-91.4325498,POINT (8132856.061066362 921895.8956172159),489.56187410275504,3390549.29110301
12316,MDCF,37.981822497,-75.857239772,-24.6538176,POINT (-8444389.3044023 4228117.139766542),579.1215851063007,2380039.195092486
12335,MDNE,39.609331257,-75.95203105,3.711018,POINT (-8454941.421200903 4409290.586191335),929.3092504943663,2320830.3841768038
12420,MEN1,37.56104019,-336.61394985,57.5257846,POINT (2603323.1943639615 4181275.867616484),477.25559544902745,1621145.4074642784
12450,MES2,38.204640408,-344.445600602,100.4625667,POINT (1731507.8205805577 4252921.116158684),712.3918563082858,786268.3125585829
12465,MET4,36.825514994,-338.295429865,75.1062515,POINT (2416141.6953150895 4099397.5773321413),232.87079101269921,1473400.9867721219
12559,MIA4,25.73278126,-80.160501882,-17.3012809,POINT (-8923426.25123749 2864560.1065578926),239.27801720332354,2077170.1915039911
12604,MIDW,28.215426932,-177.369759499,6.2575736,POINT (-19744711.309554078 3140926.958585057),43.60819412183605,4613317.659260192
12616,MIG1,34.038258512,-120.351390839,130.9241855,POINT (-13397455.54445973 3789121.6050456497),954.3298278804536,2917164.4592346656
12648,MIL7,36.742218678,-335.568724315,156.1120644,POINT (2719677.1686842875 4090125.0738500655),930.6571932730576,1760876.6626632246
12650,MIL9,38.270580917,-344.769267008,125.1486553,POINT (1695477.4410777527 4260261.5800432125),961.8750761813214,751189.8839522103
12761,MKAH,48.370674327,-124.589224023,23.650591,POINT (-13869208.976569448 5384598.835408911),344.61165031866653,4568913.271942774
12775,MKML,72.374711422,-307.283857275,23.3916692,POINT (5868334.164732533 8056716.021807161),968.5540047062127,5599244.005667849
12778,MKOK,59.930089357,-339.139908106,28.4888529,POINT (2322134.807540972 6671387.030416625),307.06767310814854,1864874.2216731287
12779,MKOR,62.779198334,-338.816612437,42.8653375,POINT (2358123.916789724 6988548.390950809),353.68168604528785,2110878.1691512694
12784,MKR1,72.374653432,-307.28359165,23.5151876,POINT (5868363.733972271 8056709.566389889),967.5781992327405,5599267.170011112
12809,MLFT,41.195575063,-343.395837262,85.6724615,POINT (1848366.9410428053 4585870.4389492385),946.4004909863411,791312.3880984046
12824,MLOH,64.047448948,-336.571446364,31.4707702,POINT (2608054.66078242 7129729.403499544),615.7053775054842,2386431.365278027
12879,MND2,-32.527908879,-244.283797369,-22.6320784,POINT (12881468.753414182 -3620990.2529802825),225.8673744835356,4286241.306671701
12882,MNDH,-32.529738662,-244.288956963,-26.9593807,POINT (12880894.3900374 -3621193.9434921048),356.0088948220622,4285644.226165354
12899,MNGL,43.80927302,-331.419930725,53.6176809,POINT (3181518.758529485 4876825.964609899),765.5552968772366,2124054.251910885
12914,MNI5,-16.667809002,-220.829401849,60.3774232,POINT (15492400.119564625 -1855452.0107421812),962.3685118041485,2741208.853410596
12950,MNNA,-4.450341082,-257.109730409,28.0432441,POINT (11453692.418452756 -495409.7031046261),360.8526290112858,4664780.209361405
12956,MNP2,41.067253919,-71.860684497,-10.3115736,POINT (-7999494.806262127 4571585.7945411485),17.253342202991174,1837372.9718571173
13028,MOA1,-35.215163768,-221.527486973,57.8229652,POINT (15414689.63903058 -3920134.0988554964),63.210553294382734,3288929.5975552746
13038,MOB6,30.227522608,-88.024245644,-18.5077838,POINT (-9798814.20255211 3364912.4246647246),103.27831635217339,3082330.784383163
13081,MODD,53.405356858,-353.932499187,47.4071707,POINT (675431.10089093 5945057.13106562),364.40509926915,386659.6316859864
13178,MON1,-34.905927563,-56.203636336,89.2131588,POINT (-6256560.177653848 -3885710.081980053),500.2660032206274,4127099.189632368
13184,MON7,45.468152545,-73.713862182,13.252496,POINT (-8205789.602505785 5061491.5886202855),466.2104173611001,1933783.905370424
13236,MOR5,40.789525343,-72.746291772,-23.9151345,POINT (-8098080.157157947 4540669.190882088),542.6849799955044,1940554.1261258412
13237,MOR6,40.789405203,-72.746633687,-23.9234137,POINT (-8098118.218961641 4540655.816958464),533.2903714823908,1940594.4638033293
13247,MORJ,28.051747821,-14.359628815,57.6664818,POINT (-1598506.5676662184 3122706.2832950414),112.43674576734675,2201927.136870808
13262,MOS3,38.4389626,-343.42562341,60.2991327,POINT (1845051.1622147488 4279005.743253687),421.98118898553696,876931.0869071474
13296,MOUD,39.873594786,-334.731221039,55.9670153,POINT (2812907.6069063074 4438708.2676748475),199.2553733735951,1766950.1086548825
13341,MPTB,-25.966235402,-327.432282375,44.3494096,POINT (3625421.7423141184 -2890548.102768913),105.14166330963162,942731.665885594
13380,MRGH,41.373346472,-343.851073161,64.7533548,POINT (1797690.3125753074 4605659.861676722),784.2337590378297,738555.3349472559
13388,MRKB,29.721719661,-85.026194979,-21.3680246,POINT (-9465072.729151875 3308606.698162948),404.82230308767,2759425.361627553
13414,MRSI,36.781000999,-325.397406938,40.5718609,POINT (3851943.0397886992 4094442.3020755663),530.7825935134322,2850949.851358237
13426,MRTN,14.471472558,-60.857525311,-25.5399122,POINT (-6774628.728559279 1610956.956185392),723.2448393170889,0.0
13437,MSAI,-1.326418686,-260.910519204,28.686234,POINT (11030590.54518058 -147656.252704203),581.3566619796841,4717647.265814592
13481,MSGF,30.336186843,-89.18842987,-14.0165969,POINT (-9928410.59777999 3377008.871972365),188.1703773856724,3153085.5979532287
13572,MTAW,4.262774994,-242.118352759,72.8797682,POINT (13122524.944740424 474529.94169837976),328.6251247297083,5744268.226807581
13626,MTHN,24.725892831,-81.049104808,-20.4653279,POINT (-9022345.07647722 2752473.7993559735),369.5892370260184,2126138.224234204
13660,MTN2,-27.031042043,-206.534038079,143.7212539,POINT (17083752.735145632 -3009081.8358383295),78.61189553933389,1392971.7907516437
13661,MTNA,37.612690416,-336.6704412,232.0281004,POINT (2597034.606047733 4187025.544474161),881.8004119054166,1613378.514849891
13795,MYKN,37.441645738,-334.670930892,73.8885855,POINT (2819619.0753701953 4167984.938016302),787.5819463544809,1831583.4277483076
13816,MZNT,45.701528094,-123.930860863,-12.4822876,POINT (-13795920.324841198 5087470.835898566),763.5826285525437,4266162.406151334
13836,NACO,-18.143112556,-181.559729808,124.4756292,POINT (19863880.014787592 -2019682.051138968),252.1199768241866,918149.7460621243
13863,NANA,49.163829874,-123.938138382,15.8555216,POINT (-13796730.454550514 5472892.507020812),276.0174079103769,4624766.348558866
13883,NAS1,51.400785273,-3.551280214,112.4666084,POINT (-395326.7050867076 5721909.242964755),218.60123120768108,259231.76169654998
13894,NAV3,-16.933794608,-181.334157766,131.7417443,POINT (19888990.579640232 -1885061.3929604415),991.8458905434829,1013609.5097235857
13898,NAXO,37.098191149,-334.618831383,55.0897273,POINT (2825418.766182657 4129751.7480582087),38.27204141620145,1848331.1216950384
13906,NBC1,41.793658015,-71.391175259,-3.11025,POINT (-7947229.27696523 4652448.7286180165),503.8290691042405,1761078.8818384288
13907,NBC2,41.792854612,-71.390892409,-11.0933053,POINT (-7947197.790247261 4652359.294205155),540.4389287664889,1761077.547750826
13908,NBCP,48.007581877,-66.657239146,-4.664097,POINT (-7420249.91941818 5344179.568764029),147.18624667217512,1146613.5230349246
13953,NCCI,35.017718708,-76.315360961,-31.9536151,POINT (-8495387.121883389 3898154.6153166494),390.0351903288318,2389038.321265715
13962,NCDK,36.182054911,-75.751248647,-26.4890073,POINT (-8432590.426338693 4027767.928546784),276.5726669739493,2456223.310684073
13995,NCKH,36.047018614,-75.681982472,-30.3678731,POINT (-8424879.751008496 4012735.7567261346),342.7749589495253,2439481.987660204
14009,NCMC,34.734689287,-76.812605542,-23.8599238,POINT (-8550740.135440024 3866647.924291415),149.83034175885035,2398965.026172971
14022,NCNR,35.088559441,-77.034103291,-28.8247628,POINT (-8575397.15207056 3906040.569641632),19.45457865547382,2445066.216240356
14029,NCPI,35.683907741,-75.482322603,-32.4381145,POINT (-8402653.716059564 3972314.4392422726),847.4613557680549,2393618.9055913407
14038,NCRT,35.595408083,-75.469378676,-32.9296173,POINT (-8401212.80469706 3962462.702378334),111.03701405941236,2384727.958386827
14041,NCS1,35.394713101,-76.325496527,-31.3047327,POINT (-8496515.40792941 3940121.4391773287),33.04968757872811,2422991.251422389
14054,NCSQ,35.394691974,-76.325942626,-31.7110155,POINT (-8496565.067442933 3940119.0873304466),73.12706598865519,2423019.4547998114
14066,NCW1,34.288956406,-77.756526523,-24.3892716,POINT (-8655816.93839403 3817029.1669486756),431.61387449174975,2429868.539945981
14279,NFO1,51.374473303,-358.555449108,99.5408844,POINT (160806.66972240727 5718980.207862588),146.46348361096105,57428.65613015643
14290,NGSW,54.876607618,-160.224411332,258.2603362,POINT (-17836099.88213025 6108836.016498038),82.4987252489107,7324661.660174356
14294,NHAV,-34.793820288,-221.510499,10.901637,POINT (15416580.731534548 -3873230.357212831),466.2155318978058,3263058.3382838108
14329,NIDA,55.308866705,-338.994948191,51.0200018,POINT (2338271.67146421 6156954.877953643),466.0305512942671,1591081.856247463
14339,NIK2,55.192756881,-194.015114942,26.5719624,POINT (18477352.8840366 6144029.591469866),73.48919869462566,8332684.38339202
14349,NIPU,23.243324329,-238.587889749,67.9617375,POINT (13515534.289278109 2587435.028647187),530.3142479216972,6696997.408901687
14395,NJPT,39.756054373,-75.451838712,-23.7813781,POINT (-8399260.264836045 4425623.728752057),364.74063136010335,2262943.371377782
14418,NLS1,-41.278281114,-186.744237479,66.62243,POINT (19286743.26083805 -4595077.234432082),365.7501916742324,2117914.203001901
14419,NLS2,-41.27814169,-186.745994977,33.1100519,POINT (19286547.61705562 -4595061.713823397),269.39144241544716,2117879.0894862805
14482,NOHA,53.464499933,-351.511909337,56.8466492,POINT (944889.9304122962 5951640.908058569),293.0239954744788,492996.9676208651
14484,NOK2,26.498632664,-232.155554523,55.1354341,POINT (14231578.571248064 2949814.294874486),307.2454904243467,6497943.231280232
14498,NOR6,54.496523693,-351.192215427,52.7357742,POINT (980478.0936832083 6066525.267508329),824.4103118824814,613123.0904339394
14500,NOR8,53.706481496,-352.8424941,54.0651316,POINT (796769.9121378484 5978578.172433089),266.3420481188376,471395.18655330077
14561,NRL2,38.82074327,-77.024411547,-18.1064449,POINT (-8574318.272063581 4321505.373032803),281.84932930930324,2463576.3972302433
14567,NRRG,-35.490120464,-220.683131444,5.0841867,POINT (15508682.866567347 -3950742.138244418),472.9288712756471,3225627.1519721407
14576,NSCC,46.624511944,-61.014075534,3.9144997,POINT (-6792055.819667212 5190216.928090981),462.25949436022313,514583.3956681299
14597,NSWS,44.994822456,-64.137023839,8.5918513,POINT (-7139700.834753527 5008800.724135671),786.8229314156118,885737.4155214735
14600,NT02,10.389750292,-255.516344174,-10.1228039,POINT (11631067.362769967 1156581.7119747053),736.6528996651567,6147770.518253214
14601,NT03,10.3864299,-252.905037472,3.1313281,POINT (11921756.695141673 1156212.0876280311),922.7336242307172,6294372.078520679
14602,NT04,10.29228192,-255.457474597,-9.8882859,POINT (11637620.694104826 1145731.582435216),624.7461561502831,6141505.493183334
14635,NVAN,49.322253579,-123.10691009,-2.7921358,POINT (-13704198.544352112 5490528.153190995),84.64684039779465,4609430.201397717
14665,NVLZ,-70.775981817,-348.166881388,140.3770758,POINT (1317256.7383842517 -7878746.25626243),734.9793989681033,5076605.683673677
14722,NYBK,40.70343151,-73.978965134,-16.4836681,POINT (-8235300.72813022 4531085.269232087),177.1681217764029,2072938.8328984156
14729,NYCO,40.578932914,-73.982633193,-21.5600161,POINT (-8235709.054590299 4517226.148920889),990.2205891314406,2077929.1975605797
14754,NYLA,63.973541182,-22.738099561,72.2613082,POINT (-2531193.664737277 7121502.028622757),893.7108818990325,2611756.7638944737
14771,NYNR,40.822990907,-73.958143281,-4.2010693,POINT (-8232982.850056889 4544394.560425676),74.67168333955613,2066400.610290278
14773,NYOB,40.55155208,-74.116578535,-13.1915604,POINT (-8250619.781855871 4514178.128422514),637.0001581569684,2093000.0139478403
14844,OCCC,38.367629315,-75.074460086,-14.8117598,POINT (-8357250.668353461 4271064.958290876),100.32426452700906,2282942.0086246557
14914,OHIX,-63.321091833,-57.901383916,32.6170024,POINT (-6445552.573754961 -7048871.699323674),978.0622008356773,7295888.455679195
15081,OLMP,47.044846922,-122.895218709,2.6209248,POINT (-13680633.167613868 5237008.403804543),284.08114527710353,4363132.030137283
15113,ONAB,44.514522183,-124.074516331,17.5281942,POINT (-13811911.978388626 4955333.94231744),734.0323754249575,4150776.415559671
15274,ORFC,63.855145312,-22.419177769,106.7469924,POINT (-2495691.453248959 7108322.260662329),625.7164097720886,2576440.4531025
15288,ORIK,40.32718407,-340.580152188,42.3100535,POINT (2161807.5697147055 4489201.595799014),463.3912933733087,1116160.6705184574
15310,ORNW,44.674847491,-124.061151703,18.6834139,POINT (-13810424.234805023 4973181.273965275),383.04533262817404,4166565.774519227
15343,OS0G,57.395298627,-348.074483124,45.5343793,POINT (1327542.4660829133 6389215.417085514),892.8039474131938,1026441.3640479461
15448,OXTK,59.360393859,-216.765158216,19.2206981,POINT (15944829.651249982 6607968.817672043),195.02621346997344,9080640.38842886
15625,P172,36.228073895,-121.767244438,312.6157454,POINT (-13555067.646138234 4032890.7384124873),919.8145155174429,3205015.667722784
15634,P181,37.914544434,-122.376754623,72.2076146,POINT (-13622918.009565746 4220627.780051825),997.1464786227184,3403630.263068518
15636,P183,38.313662374,-123.068886717,10.403125,POINT (-13699965.80183151 4265057.385899086),257.409083310954,3477230.5038112695
15637,P184,39.117164452,-123.708936989,108.9526141,POINT (-13771215.872192645 4354502.828073381),793.9652090689375,3589063.381452788
15843,P398,46.925784746,-123.916144767,23.4856957,POINT (-13794282.136528013 5223754.4629994845),622.2204010624328,4391727.639064543
15853,P408,46.200501798,-123.376586522,35.2731655,POINT (-13734218.7874413 5143016.334547079),611.3693621851392,4294513.056717731
15884,P439,48.70819255,-122.909303412,-13.8719842,POINT (-13682201.069579802 5422171.192126721),391.23544615635444,4537654.94250549
15959,P513,34.907261818,-120.650171547,284.5781225,POINT (-13430715.660733143 3885858.610567241),853.7875420298205,3018894.749791023
16248,PABH,47.212799504,-124.20458195,12.8935205,POINT (-13826390.816865418 5255704.799710199),312.10340200703297,4433368.498718246
16268,PAD2,50.541197358,-4.936917938,66.69036,POINT (-549575.1909463381 5626220.353974903),65.92751759085485,216814.6695716181
16311,PAL1,7.340869052,-225.52454151,92.2226581,POINT (14969739.563298797 817181.8048487409),559.9881733220459,4420098.738163607
16317,PAL9,43.375973385,-355.189537128,60.3827072,POINT (535498.277390989 4828591.2698807875),130.9595610771255,0.0
16354,PAN5,-7.74832467,-251.498568708,27.7694188,POINT (12078324.0817668 -862539.5567653595),423.6305885382695,4803771.246844646
16355,PAN9,23.565204627,-240.436253616,29.3377898,POINT (13309775.364802986 2623266.579516934),145.77332726719447,6867968.585033481
16374,PAPI,18.355800857,-238.354668141,54.4007654,POINT (13541496.399922658 2043358.4045039746),902.711471046897,6301578.343346046
16376,PAPO,-25.108328332,-70.495260483,45.1557713,POINT (-7847496.50030674 -2795046.3245885638),228.8250598748547,3525628.4015626754
16384,PAR4,34.578693638,-120.643541081,1.447258,POINT (-13429977.560634302 3849282.568078768),239.03148164917192,2985442.897647836
16392,PARE,-3.97807241,-240.349995151,134.3319102,POINT (13319377.61320339 -442836.9950199706),336.59387002678017,5195366.7146304855
16428,PATR,38.240857588,-338.267044189,56.6042646,POINT (2419301.5743132355 4256952.794194252),888.9647708159442,1422762.3969065421
16482,PBIS,8.189172115,-233.646118976,80.3672727,POINT (14065649.69534555 911614.469860275),217.68191402270472,5176604.1405375535
16510,PCAT,12.51190752,-235.341128069,60.7762323,POINT (13876962.14622282 1392819.1739789303),637.1401690999891,5622252.198064954
16522,PCL2,13.419536301,-238.797232072,63.0046777,POINT (13492230.408480266 1493855.94770917),616.5430210178015,5985670.500069665
16526,PCLP,13.427606368,-238.805468286,64.0830043,POINT (13491313.557331724 1494754.3034582774),975.7369863377746,5986945.865749968
16533,PCR1,9.712743135,-236.127067287,76.5218746,POINT (13789471.792680603 1081217.6199940636),42.974731929254794,5499456.591746094
16545,PDBL,35.664951851,-121.283027208,-27.0876757,POINT (-13501164.830661304 3970204.2792199394),32.60116547662385,3125188.064422681
16551,PDIP,8.586841711,-236.655707185,88.4194502,POINT (13730623.868422229 955882.8467909619),893.8881645347276,5474062.6766394945
16564,PEAM,46.251651331,-63.685700704,-2.1426573,POINT (-7089459.773182104 5148710.274514954),148.3570821648431,814053.080884386
16566,PEAW,55.013302791,-85.40890771,-9.8374055,POINT (-9507676.115486898 6124052.853550296),820.4432688869671,3347293.598808634
16584,PEIS,46.35801888,-62.250621721,17.4466355,POINT (-6929707.511546415 5160551.055906562),183.15446687608497,653866.2648572202
16611,PER1,47.981663774,-122.20813902,66.4111357,POINT (-13604147.806499988 5341294.378735741),772.1934049648625,4435512.170384265
16626,PERO,44.801010035,-330.725454753,34.6627379,POINT (3258827.4701006855 4987225.624120539),467.8810030110343,2211917.1426828178
16637,PESA,43.941041744,-347.159484868,201.7908235,POINT (1429399.6060175619 4891494.391868058),684.6573866393414,390491.1172165965
16639,PESO,46.358078487,-62.250911241,22.4356874,POINT (-6929739.74076539 5160557.69132745),198.917211631993,653897.8467085151
16660,PEVE,69.700824132,-189.742719288,27.3398947,POINT (18952953.79270728 7759060.250245754),405.72171663987524,9970959.46030984
16661,PEVK,69.700413214,-189.742706345,7.673554,POINT (18952955.23351545 7759014.507063235),361.79088361006797,9970913.949554715
16754,PIN9,23.319464399,-238.545658663,107.7504678,POINT (13520235.432267277 2595910.9024685514),521.76399652735,6699744.90312345
16797,PKLY,11.052609283,-245.714385083,40.3810007,POINT (12722216.457556589 1230370.8373205687),378.0671998962097,6467173.305770516
16833,PLDR,41.291801246,-340.488498111,52.8046796,POINT (2172010.4548954708 4596582.288641779),685.3114141090255,1111921.4048915335
16841,PLET,-34.054991072,-336.633023595,145.5633628,POINT (2601199.914783038 -3790984.265104518),62.789967328897234,2294464.899650749
16847,PLGY,16.033292978,-239.766982799,57.1862032,POINT (13384278.251354223 1784818.0100503287),566.1620447874415,6251768.072167867
16905,PMAI,6.061263759,-235.504402857,92.409282,POINT (13858786.479963282 674736.7952156032),637.5619502618689,5210157.233116794
16928,PMPA,8.954664793,-79.561028634,127.450007,POINT (-8856693.194525937 996828.7249812144),254.0788169598804,2090067.6816245064
16951,PNE2,10.19516518,-85.828706604,19.4852606,POINT (-9554407.914602557 1134920.5963909132),51.83499215298546,2602854.2776560043
16952,PNEG,10.195549185,-85.829049646,19.5700065,POINT (-9554446.101863317 1134963.3436319754),32.86220557938905,2602815.920004703
16993,POGS,45.250750082,-346.396081072,79.1691776,POINT (1514381.3278579356 5037290.457141923),966.393768808182,525084.9994736176
16998,POIS,40.834190169,-345.900687735,69.2859152,POINT (1569528.2618751526 4545641.256568777),140.02323151532306,525761.4703270533
17005,POLB,33.754173811,-118.201439022,10.0048238,POINT (-13158124.002961218 3757497.4407881703),450.35416040434774,2794400.8804883827
17029,POR1,43.071018301,-70.7095256,-17.4014212,POINT (-7871348.3840259425 4794643.825215087),650.8529101176937,1647546.6263214764
17031,POR3,43.070957853,-70.709851687,-14.2824103,POINT (-7871384.683864736 4794637.096174508),645.0342851618835,1647583.4436960754
17033,POR8,46.211764042,-1.522705487,56.0683978,POINT (-169506.79944096366 5144270.04181435),920.0738032193548,920.0738032193548
17044,POSD,32.667555305,-117.116645834,-21.3357108,POINT (-13037365.377657043 3636535.622013703),280.1372216231311,2639182.5990272206
17090,PPT5,37.187085414,-122.38995242,8.0471599,POINT (-13624387.181607382 4139647.412372451),559.2107976954777,3331340.1882210253
17091,PPT6,37.186829055,-122.389783021,5.9686312,POINT (-13624368.32419696 4139618.8746191105),530.0776295963806,3331306.266033603
17105,PRAI,39.896772643,-344.220079167,59.8316278,POINT (1756612.7518877313 4441288.414913767),875.3984187664277,735799.8178407748
17116,PRCS,38.694342341,-9.294904719,75.7485625,POINT (-1034704.0602910755 4307434.485980725),137.9493733155502,981964.6409941054
17158,PRLT,18.059837217,-67.189133155,-15.2222217,POINT (-7479460.089656054 2010411.8828058506),755.4912563523727,449987.52557110786
17237,PST0,33.059814166,-16.335198588,75.0773559,POINT (-1818425.9888231615 3680201.678679372),24.31108076713267,1982197.0557046696
17257,PTBN,-5.764350597,-255.217782131,25.4486914,POINT (11664303.13736693 -641684.5732119426),911.848579502479,4682465.081133563
17260,PTCL,-17.701351703,-71.370402418,99.4106038,POINT (-7944916.85488278 -1970505.4579306059),810.2036793366708,2906752.5033709323
17261,PTCS,42.050950035,-70.19187258,-15.798756,POINT (-7813723.51343194 4681090.34526959),289.78411502530236,1625480.5260069224
17293,PTMS,26.557171154,-97.429096238,-16.5126032,POINT (-10845757.381663006 2956330.769773093),349.4972928811594,2234850.477282129
17299,PTON,-55.019967367,-66.925012975,29.3527568,POINT (-7450058.365710227 -6124794.750756969),904.3538261819231,6517180.446320998
17301,PTPC,-34.130793088,-71.997270419,106.4986566,POINT (-8014699.481548699 -3799422.5069267405),965.6551820445093,4491470.032869497
17312,PTRL,37.996180362,-123.018726631,146.9054867,POINT (-13694382.006599845 4229715.449987221),284.3575430566513,3443087.3468713327
17338,PUH2,19.421315403,-155.907644579,50.7147139,POINT (-17355559.60531296 2161970.941197521),814.8469184905422,3486598.918814176
17340,PUHO,19.422081054,-155.907323179,49.5744908,POINT (-17355523.827228617 2162056.173076966),876.6527451669522,3486656.075148961
17381,PVE3,33.743295189,-118.404252875,71.0651899,POINT (-13180701.137802998 3756286.4381265985),366.168176535829,2801417.506838169
17382,PVEP,33.74328888,-118.404244462,69.3823787,POINT (-13180700.20127212 3756285.7358119306),365.6888970312073,2801416.5115495175
17383,PVGP,17.978032944,-66.788533374,-2.3792121,POINT (-7434865.526023237 2001305.4727907768),243.55553446004112,405521.546255784
17403,PYL1,36.914173543,-338.304691768,38.7568295,POINT (2415110.6649893546 4109267.0018612915),625.2780741865852,1468829.4184882476
17421,Q086,22.258315629,-246.14421704,73.3453094,POINT (12674367.782976674 2477784.3617362427),197.12097505438183,7240701.244193568
17422,Q096,22.485771544,-245.999699453,65.9996488,POINT (12690455.407172184 2503104.6383719607),309.53575534513215,7244757.173023267
17437,Q553,14.593114998,-239.036777573,45.3468756,POINT (13465564.325287126 1624498.1306650436),493.4153931734707,6087607.5181333935
17446,QBN1,37.835073746,-25.146130349,203.4678732,POINT (-2799254.4258719627 4211781.143530673),58.10932592465068,2522281.1994922315
17456,QCCA,48.093945892,-65.652763069,11.8821111,POINT (-7308432.154012517 5353793.566936691),352.98139204828436,1036231.5783574977
17467,QCGP,48.854031397,-64.510688376,6.1931837,POINT (-7181296.980739873 5438405.898312639),666.6990873662135,923877.0000529675
17483,QCMT,45.461506932,-73.705819323,13.4430672,POINT (-8204894.275537384 5060751.802365116),59.089480405123275,1932949.796005022
17487,QCPL,46.288694701,-72.673110071,-4.8798206,POINT (-8089933.607467241 5152833.923600621),508.0701692470146,1812945.8669422688
17511,QCTR,45.708313647,-73.621490725,-3.5967924,POINT (-8195506.858948713 5088226.200203277),653.654635337653,1921601.1916966685
17535,QLMN,-17.882831618,-323.112948141,15.2952203,POINT (4106247.829808955 -1990707.7096576127),208.8890233196182,507014.05581383663
17540,QMUP,-20.501161844,-302.54910096,22.6149683,POINT (6395404.826748573 -2282178.8971445695),747.0885177622871,191792.91182599237
17541,QMYP,24.727435078,-234.651091129,99.5023261,POINT (13953776.70701217 2752645.481506691),113.4770442072575,6521309.403177174
17545,QNIN,21.003795364,-252.690763368,-11.7936781,POINT (11945609.57928914 2338131.8046466),157.69918446999822,7169012.189828747
17548,QPNP,8.954643125,-79.561045499,127.3000458,POINT (-8856695.071929151 996826.312910488),256.593682709837,2090070.4935832324
17552,QSEC,9.840381656,-85.357272261,17.449032,POINT (-9501928.083597336 1095426.2751573902),526.5063152078391,2636732.81929266
17555,QSPP,43.150235541,-218.782932312,51.4043898,POINT (15720212.066347403 4803462.248033935),1.5922370022674404,7419710.997001916
17560,QT02,20.695802072,-253.208556511,7.7660554,POINT (11887969.11027413 2303846.148213416),723.4648093410057,7102127.495579572
17562,QT04,10.352902894,-252.913284689,22.8787542,POINT (11920838.619144771 1152479.8783922882),818.3105976779509,6290710.4366554655
17657,RAPA,-27.156120266,-109.438280805,23.6299,POINT (-12182613.692503886 -3023005.4799320167),380.9885474806513,2875137.651295444
17679,RAY1,43.160513931,-353.506126254,336.2439725,POINT (722894.718680527 4804606.43317491),795.5160576098776,0.0
17687,RBAT,33.997908864,-6.864244829,89.4306937,POINT (-764124.2390446413 3784629.902776602),287.26823773270155,1173288.2255519736
17692,RBDO,43.53656193,-7.035724389,66.5387859,POINT (-783213.2563452958 4846467.90493742),511.15844900271014,560311.2465166504
17707,RCH3,38.00469044,-122.30764904,5.2682829,POINT (-13615225.211255215 4230662.787536792),665.8511262241001,3409402.836506764
17751,RDMI,18.978541599,-69.049233017,-12.9883993,POINT (-7686525.459118533 2112681.5867996397),261.72659585762784,664784.7608745464
17754,RDMS,18.979607511,-69.040816363,-16.8556703,POINT (-7685588.52148107 2112800.2435807106),742.1391094405142,663876.8195197786
17804,REED,43.701007059,-124.107798148,-14.2019836,POINT (-13815616.89330974 4864773.852961133),563.2954987169242,4069363.641776602
17806,REFL,53.381168212,-351.499439077,51.1502468,POINT (946278.1134055627 5942364.463309921),727.4925323505583,484350.51607531594
17829,REPE,45.764371901,-73.43545123,-5.6886896,POINT (-8174797.037097874 5094466.576493316),674.9253169382073,1900534.0841418537
17864,RG0A,41.558843418,-351.206051173,89.6179384,POINT (978937.9054837445 4626309.287249149),63.25460438162858,63.2546043816286
17894,RGIA,9.983429201,-254.895365358,-0.6426014,POINT (11700194.408360498 1111350.255026018),917.48745882972,6142558.949277573
17921,RHOL,65.425957916,-22.214095419,73.6739802,POINT (-2472861.790476271 7283184.319871265),641.3913758656623,2679632.4419140737
17950,RIGO,54.176012132,-58.439887338,75.3673907,POINT (-6505498.500482436 6030846.083744451),213.72296411633963,816530.0510112796
17955,RIKT,41.588117236,-71.430370044,-15.1524541,POINT (-7951592.420473183 4629568.033762484),140.68841277361875,1772623.9617537146
17958,RILL,51.448982257,-355.767353914,57.8843641,POINT (471176.0070016603 5727274.506681406),647.7309340739442,125621.1094823961
18001,RKPT,28.026437115,-97.046590697,-18.94842,POINT (-10803177.05961328 3119888.7083915034),694.5647468801044,2393056.7659838255
18071,ROBC,-33.634662462,-78.829512682,17.9178882,POINT (-8775261.211242141 -3744193.4982734732),746.9059373309337,4824172.681944763
18093,ROG1,40.639287193,-74.120679866,-14.8972702,POINT (-8251076.339934365 4523944.756526364),466.1225854515815,2090186.5850373192
18094,ROG2,40.554522444,-74.216447321,-9.4426384,POINT (-8261737.124259533 4514508.787830465),0.165270924624625,2103371.193086163
18102,ROKA,-17.328187343,-181.814210518,260.0247096,POINT (19835551.351733677 -1928964.991393208),487.2615742455788,944545.5003038003
18138,ROT1,-31.994453189,-244.47098676,-14.0435022,POINT (12860630.92572616 -3561606.237208708),92.24722175746103,4274296.200642245
18164,RPT5,47.387506277,-122.374766758,-9.7347917,POINT (-13622696.721446183 5275153.068718695),7.307032807013092,4379198.05311273
18165,RPT6,47.387203872,-122.375007209,-9.7012182,POINT (-13622723.488329062 5275119.4051480815),49.44921845457791,4379175.272469933
