,code,Lat,Lon,he,geometry,dist,dist_to_france
4588,CRIP,19.031260859,-104.332789966,-5.6481852,POINT (-11614273.052056683 2118550.2679778384),209.88569334790563,1113114.2626339945
4601,CRLN,53.7061326,-352.180886029,43.7196219,POINT (870419.7857062898 5978539.333508029),530.0736911899367,497691.56654973194
4608,CRN1,43.737818308,-7.866348948,82.6125137,POINT (-875677.9592935633 4868871.662455278),207.37860125643414,592845.5159067835
4691,CSRJ,-8.149689179,-244.941982105,60.3434406,POINT (12808199.963754756 -907219.2495297317),240.4490794174008,5323261.937193512
4698,CST3,44.546902206,-64.233459285,3.478584,POINT (-7150435.97949667 4958938.469989675),889.3562535629361,908887.5021085634
4809,CTCL,41.273587468,-72.48995409,-22.6217919,POINT (-8069544.776926578 4594554.740149397),41.985933714267574,1895534.614689218
4832,CTNH,41.297675892,-72.912225423,36.6149297,POINT (-8116551.806692735 4597236.25124309),525.5042706289141,1939169.0117719416
4882,CUJG,-7.381969061,-253.594435656,17.9642361,POINT (11845013.240344986 -821757.0369222198),638.7570093752743,4668952.037298817
4915,CVAR,46.376962096,-62.135767949,21.6172825,POINT (-6916922.048131688 5162659.805065669),615.5109581096519,640952.4139569132
5131,D648,53.513957014,-351.856199972,59.8729274,POINT (906563.672239206 5957146.445131611),694.3957236342346,489725.3590301402
5162,D719,54.527320532,-348.941933342,57.6584117,POINT (1230978.3495266344 6069953.555943851),443.8386957024177,696651.9610846384
5168,D779,53.986869498,-348.526639299,62.1126041,POINT (1277208.6709228768 6009790.822040273),398.1036664767717,667886.861179956
5177,D799,54.679002699,-346.566677554,83.4754341,POINT (1495390.6143505673 6086838.737536712),509.13416191034935,863052.0373737304
5179,D803,54.472609941,-347.497657094,47.5041751,POINT (1391754.446018818 6063863.200812732),91.88956263407428,778538.3126948046
5182,D836,53.547156084,-350.257631167,50.6618411,POINT (1084515.5376098186 5960842.148698822),374.4789515008783,538527.6568745445
5254,DARH,-12.355916884,-229.118267465,117.6845471,POINT (14569687.819937622 -1375454.3758108914),112.04731292457818,3732967.2755282274
5258,DAS1,22.476994582,-239.056725996,378.818252,POINT (13463343.67699664 2502127.591431409),450.5187661903739,6673535.421009203
5262,DATC,36.708572758,-332.308164837,59.277798,POINT (3082640.9894764256 4086379.627168394),621.3838061164057,2106953.8470878666
5313,DEDB,38.607172822,-75.061486381,-27.2762396,POINT (-8355806.442119158 4297730.819512951),259.7973479875432,2270754.359688306
5322,DEH1,16.305293028,-61.795919364,-35.5470802,POINT (-6879090.276702674 1815096.9171120739),43.67780766042975,43.67780766042973
5337,DELS,38.784593415,-75.160045657,-25.7972128,POINT (-8366778.010536432 4317481.189581951),821.7686170270409,2272951.979824856
5338,DELW,38.79144578,-75.167044121,-30.027419,POINT (-8367557.075985248 4318243.991364481),335.61564374430696,2273367.99398395
5379,DEW4,38.780581697,-76.553967473,-19.0407241,POINT (-8521948.677299188 4317034.607176986),612.8957748958011,2416492.6194065013
5391,DGBL,9.139372988,-254.430790834,2.3140049,POINT (11751910.60780771 1017390.3471939592),125.56931046928031,6087680.725771542
5408,DIA1,39.715291843,-344.190446541,88.3908733,POINT (1759911.4407249186 4421086.064669012),724.0401356620243,745896.8092048252
5429,DIMT,39.676346826,-344.178151654,79.2912374,POINT (1761280.1012851219 4416750.725207636),359.4530034453151,748734.6680221255
5454,DKHL,23.68607813,-15.940734341,58.8740982,POINT (-1774514.4297109696 2636722.156321293),560.923848600477,2691412.4283215385
5559,DOSN,20.694447562,-253.205140104,32.8198409,POINT (11888349.422961712 2303695.364849942),594.4048843511592,7102352.636240185
5575,DP07,37.326184321,-77.205619343,-13.6875009,POINT (-8594490.231642071 4155131.831869592),291.10931279159195,2546890.2221265705
5645,DSLN,36.460869287,-334.610771112,196.1288423,POINT (2826316.0314460285 4058805.402908948),121.16920225096929,1871826.780756921
5648,DSMG,22.158957582,-246.431225963,117.7782324,POINT (12642418.095815185 2466723.8745379886),210.53777092621465,7258082.494011039
5649,DSON,20.696072784,-253.208583836,1.5882296,POINT (11887966.068469046 2303876.2837354075),746.2784310236401,7102142.282429662
5658,DSTN,30.388626157,-86.458605506,-19.3944632,POINT (-9624527.939624438 3382846.389704394),166.95459854527186,2935078.511545456
5698,DUR2,41.315549617,-340.548962824,63.4807728,POINT (2165279.5538333543 4599225.945208669),495.0390000632033,1104990.8843242212
5705,DVAO,7.071865317,-234.38712992,99.9576463,POINT (13983160.734387226 787236.4460470522),661.1732555410218,5170470.267064536
5814,EDE1,-37.071745175,-210.090679979,20.7435126,POINT (16687829.169903612 -4126807.795698996),264.86314819891925,2421839.1245537493
5951,ELG1,46.052321173,-64.08470975,-9.0114235,POINT (-7133877.257004734 5126520.942826651),915.3764992551878,860302.9529967636
5972,ELOA,-21.424887313,-70.056793265,46.0383477,POINT (-7798686.552869437 -2385007.5459864275),557.763578007935,3151444.5163367125
6080,ERZ3,19.50704154,-154.8209458,33.1107657,POINT (-17234588.850589007 2171513.931116035),650.3274056241829,3438003.203290617
6116,ESPT,39.195946583,-75.027003866,-29.3523737,POINT (-8351967.866108088 4363272.814779911),405.8783736959782,2241581.2111286335
6136,ETF1,38.118500912,-76.988642046,-20.5345434,POINT (-8570336.429426331 4243332.111326775),378.73752451443426,2489288.2205438307
6163,EW03,19.425820861,-266.477597609,-30.1499211,POINT (10410866.211929752 2162472.486487871),304.4108683118079,5856698.633918794
6211,FAR1,37.016405226,-7.937504546,68.5819469,POINT (-883598.9642300142 4120647.380755791),658.6395297925799,981182.021101564
6217,FARO,18.344563371,-103.508698741,35.8099734,POINT (-11522535.636522477 2042107.453284658),374.5401338227097,1097498.5630069084
6233,FCDE,25.617255868,-80.30535067,-24.4245644,POINT (-8939550.74455967 2851699.8787467596),186.41377493597528,2086672.0631472785
6235,FCI1,25.90570463,-80.13745241,-22.7347783,POINT (-8920860.395751394 2883809.848052549),523.2313529527324,2082818.6084708706
6236,FCI2,25.905840688,-80.138358645,-24.6558664,POINT (-8920961.277370133 2883824.9939598283),543.8672640993799,2082916.560969264
6252,FEFC,63.856634601,-22.312734029,122.1102799,POINT (-2483842.1903140275 7108488.047555454),460.99586269363624,2567713.1014663307
6283,FG02,14.6693462,-17.428313829,69.1524641,POINT (-1940111.020829648 1632984.1492542424),92.07562468525161,3624744.9660270335
6319,FIS1,-27.38473076,-206.824392457,75.80237,POINT (17051430.633637074 -3048454.2837140956),243.90852698440509,1441817.9482935574
6338,FLA1,54.11685418,-0.077728431,86.8829085,POINT (-8652.689359080101 6024260.650651438),345.12061529444804,405970.2220106838
6342,FLAC,29.7363831,-84.896866733,-12.3901283,POINT (-9450675.974661967 3310239.0247257063),918.8536242942918,2747497.6213802267
6344,FLAI,27.449736496,-82.690235873,-12.3719712,POINT (-9205034.950958043 3055690.6891442575),197.58953753397748,2413138.9760022275
6347,FLAP,29.725697632,-84.982667459,-6.5523756,POINT (-9460227.26778998 3309049.5238690577),556.7613230434974,2755357.9657252235
6375,FLE1,28.29029929,-82.72506352,-17.7855628,POINT (-9208911.946887612 3149261.711352109),353.6576744235986,2458511.184073963
6392,FLHB,25.987974622,-80.124692534,-16.9774462,POINT (-8919439.972852489 2892968.101669556),834.236239764759,2085383.0294995867
6413,FLMB,25.782738137,-80.137273956,-17.1270393,POINT (-8920840.530342983 2870121.280667155),189.81553918123242,2077105.2777959933
6434,FLON,25.02037335,-238.062513438,41.4435525,POINT (13574018.912693476 2785255.220779592),28.899348109660863,6799315.214486109
6437,FLPK,24.963123268,-80.568171362,-14.8511495,POINT (-8968807.810163047 2778882.1708034794),273.64580113450745,2085611.0480158306
6451,FLSI,26.474759807,-82.158802813,-18.6987282,POINT (-9145876.093328131 2947156.7805894655),88.89800757056084,2313972.364273566
6454,FLSP,27.736819123,-82.682797244,-12.4273296,POINT (-9204206.886565564 3087648.5809974927),553.592184975509,2426395.2855749973
6467,FMC1,34.69739576,-76.683119451,-14.9537919,POINT (-8536325.809725093 3862496.4278558893),103.06983554528051,2386627.907097076
6468,FMC2,34.697616958,-76.683202675,-32.8471236,POINT (-8536335.074178394 3862521.0515046134),79.01810799181997,2386652.8499528216
6499,FOR1,10.17067417,-61.682715457,-33.8996116,POINT (-6866488.475419625 1132194.2696287003),692.8556609611421,480294.05164543027
6535,FRAE,57.693583123,-2.002708811,60.8306305,POINT (-222940.52504772236 6422420.295291763),875.1592762306942,858081.8437186468
6538,FRAS,57.696148315,-2.001170154,60.6573594,POINT (-222769.24253397685 6422705.85115899),570.755582040512,858255.0944917812
6591,FS63,61.46967186,-149.72328072,43.6383557,POINT (-16667119.369648753 6842772.570684818),571.1760832946022,7263019.839996865
6617,FTML,39.876033293,-75.210499998,-20.6414586,POINT (-8372394.562084863 4438979.721032384),835.8918583997197,2233110.271135459
6626,FTS6,46.205162761,-123.956012144,-13.502428,POINT (-13798720.152634915 5143535.190574845),148.9781199180945,4319055.533897876
6653,FXGC,32.647949602,-16.90762193,78.5207267,POINT (-1882147.8637727855 3634353.125139098),616.1799954487079,2060696.5583974032
6674,G015,35.506935999,-226.504864609,71.0008044,POINT (14860610.495105227 3952614.035038035),449.3494063620793,6993669.905341053
6688,G029,34.590285122,-226.027398588,43.7191533,POINT (14913761.769434042 3850572.9261751864),965.3039522003018,6878638.987843326
6694,G035,34.184635944,-227.308039048,40.6785829,POINT (14771201.525537582 3805416.266239517),193.34122419871053,6908982.5732944915
6698,G039,34.020523306,-228.886960642,47.7772008,POINT (14595436.777690995 3787147.3309446163),294.0553523752306,6982604.017690576
6699,G040,33.845917222,-227.880042963,98.4198947,POINT (14707526.340988021 3767710.2705843276),750.973133856791,6908421.284141735
6703,G044,34.47853382,-225.824025431,87.7113294,POINT (14936401.165712306 3838132.8281410616),946.1604221338524,6856875.631070973
6718,G059,32.738611671,-227.444564971,183.0512846,POINT (14756003.529309137 3644445.5804944434),760.0763430710107,6777642.417851004
6719,G060,33.929720718,-229.277578633,40.9880868,POINT (14551953.381838188 3777039.233085744),608.672514438137,6996624.093712128
6721,G062,33.683069797,-229.70309466,53.2329091,POINT (14504585.154388169 3749582.178156333),619.897288494487,6998237.7304344205
6724,G065,33.503037615,-229.920729096,47.2337837,POINT (14480358.199793568 3729541.0873296903),107.01469452127606,6994156.065072327
6727,G068,32.768305194,-230.041053355,94.8600468,POINT (14466963.76455161 3647751.0483546616),395.1923398437683,6932365.8724712785
6751,G092,31.377236876,-229.45940497,87.0736357,POINT (14531712.566590535 3492898.0315362457),866.1671335819088,6767149.592669051
6759,G102,42.078787406,-220.510807331,42.2827707,POINT (15527865.899077907 4684189.187234333),297.797618193463,7375353.486569508
6760,G103,40.897495892,-219.140793399,44.2032067,POINT (15680375.15236784 4552688.417417438),95.63659834104011,7197951.259929545
6761,G104,39.942115787,-220.2965424,44.6744402,POINT (15551717.762091685 4446335.990614814),148.99594670095547,7145442.539532369
6763,G106,37.830788444,-219.037593644,48.90426,POINT (15691863.296544433 4211304.105894138),908.5583021013599,6875246.57229175
6764,G107,35.129383097,-219.750545993,39.433184,POINT (15612497.804093879 3910585.038239872),9.618765003110147,6627175.385980589
6765,G108,35.160153363,-220.384466552,42.9017584,POINT (15541930.090262614 3914010.3685825653),9.462698820825242,6658333.643243802
6767,G110,37.356544977,-221.491485238,45.5948488,POINT (15418697.333838455 4158511.5646356614),56.48244727280106,6931753.59545663
6768,G111,37.405729249,-223.099676221,43.9190829,POINT (15239674.33251256 4163986.732749739),620.6151588024543,7010827.301206223
6769,G112,36.254583584,-223.851155738,42.0360894,POINT (15156020.015338544 4035841.7834930555),83.67069489035917,6931503.853452237
6772,G115,34.870670218,-221.672586173,46.5432896,POINT (15398537.269972071 3881785.2522879303),770.450537979796,6687925.951795517
6773,G116,34.903966144,-223.176157626,46.9829837,POINT (15231160.461452808 3885491.7378157405),146.0955899589452,6763426.505022894
6774,G117,34.144145902,-224.80846289,45.716577,POINT (15049453.070645148 3800908.9353818786),299.8333219306207,6770627.198465621
6775,G118,35.593686625,-225.684068708,42.5482504,POINT (14951981.076849755 3962271.0705503523),462.2748703237639,6958845.898089192
6778,G121,33.473080409,-230.150708482,39.0691076,POINT (14454757.011651095 3726206.266412181),185.04242369822245,7005043.021144452
6781,G124,26.17947202,-232.175329347,38.4635615,POINT (14229377.247909855 2914285.4945031526),443.07596517341784,6471262.29742246
6782,G125,32.869482624,-227.017829782,43.2608907,POINT (14803507.473252185 3659014.0683420333),722.3188260523889,6766105.090926248
6811,G154,33.769404738,-224.694692467,66.8275541,POINT (15062117.936200839 3759192.93982612),504.78400374570447,6727834.261769636
6819,G162,38.511196596,-220.46617797,72.9628111,POINT (15532834.01681886 4287046.79490637),222.78820280828077,7005083.5958937695
6823,G166,33.154739371,-226.781134651,216.625312,POINT (14829856.254708357 3690768.7041634186),96.50281143077011,6780358.228809722
6825,G168,32.581729727,-230.223027815,41.3037069,POINT (14446706.460327027 3626981.5623737043),579.3312761805297,6925900.257893151
6835,G178,34.603153267,-221.784752779,90.8854329,POINT (15386050.940508142 3852005.4015240413),636.6089992611218,6666213.852018892
6838,G180,35.586708525,-225.669543014,53.4566136,POINT (14953598.069709258 3961494.2720116475),563.8727776948693,6957401.781699664
6840,G182,43.289138856,-214.488488937,52.1673495,POINT (16198267.316092951 4818924.894329233),584.6579764869655,7287823.32305212
6841,G183,34.967440008,-220.90071867,66.4465756,POINT (15484461.167365903 3892557.6160349017),820.5388612678843,6662031.706239187
6858,G200,24.453950222,-237.056942832,47.2526597,POINT (13685958.520510081 2722201.286597099),522.4815593766302,6676945.845961477
6859,G201,45.407820442,-218.314668618,31.6757283,POINT (15772338.942320459 5054775.449635839),377.6360797862826,7640046.071662682
6861,G203,42.975569376,-215.628603881,35.3521924,POINT (16071350.301081074 4784018.499487322),149.4871211862064,7290576.384551909
6862,G204,41.781658447,-219.275467105,39.5078195,POINT (15665383.343992677 4651112.942818517),298.1823006250397,7295382.1121299965
6863,G205,39.019776296,-218.24674651,47.0366309,POINT (15779899.996796632 4343661.628138167),657.6378393127025,6967296.209395754
6864,G206,34.918790614,-220.175080876,45.594102,POINT (15565238.79709434 3887141.9902674207),83.18140373649314,6624377.62386567
6865,G207,36.762174443,-222.775426224,44.2228614,POINT (15275769.677068325 4092346.5394482557),26.482450216702198,6930640.701251435
6866,G208,33.475947043,-224.226809012,46.4173784,POINT (15114202.484162036 3726525.378649352),564.5694373461581,6674641.706009651
6867,G209,34.897312427,-227.93378738,39.5818316,POINT (14701543.5398546 3884751.0494274185),462.83803144356136,7012509.01313198
6869,G211,31.576969294,-228.590697392,36.9057192,POINT (14628416.651821755 3515132.142602915),40.62123438995714,6733823.66134194
6870,G212,26.213327786,-232.33479412,38.6720733,POINT (14211625.710580032 2918054.3011346892),437.384984640432,6485173.453536893
6871,G213,27.093941962,-217.805390729,56.2022712,POINT (15829031.497596215 3016083.822792347),168.89574855318605,5721502.6475163065
6873,G215,33.851593697,-224.834086377,46.3028943,POINT (15046600.677119961 3768342.172890829),15.208550958930696,6743193.996816232
6875,G217,27.094042272,-217.805457035,56.2296995,POINT (15829024.11644606 3016094.989250469),182.0104909590486,5721515.874486197
6897,G239,42.790080753,-219.769667366,64.667307,POINT (15610369.222588258 4763370.000427016),142.32208019202093,7419796.0273503
6900,G242,29.997856391,-230.084739222,171.806865,POINT (14462100.676082306 3339346.0983358673),336.7282322850739,6677715.921196016
6904,G246,42.00789295,-219.892550273,78.6598751,POINT (15596689.959953815 4676297.252492347),606.3857645513226,7343190.111934831
6908,G250,35.414217631,-220.337396161,55.680635,POINT (15547169.942220174 3942292.6735250913),896.0473858605453,6682154.484880623
6914,G256,37.141591522,-223.307513123,61.3966733,POINT (15216538.034413869 4134583.0554808066),523.2073422569575,6994097.878839657
6970,GAG1,34.094894392,-234.901078102,99.8356418,POINT (13925948.284472859 3795426.282367879),131.71677237980626,7358633.990655269
6988,GAL2,29.330070381,-94.736682297,-17.3232171,POINT (-10546039.232746175 3265008.499743795),454.3658670751047,2661390.7461309843
6989,GAL3,38.375397851,-337.608348581,66.6018214,POINT (2492627.2339835656 4271929.747762605),599.6186327005869,1488551.6496861163
6992,GAL7,29.329880839,-94.73680836,-17.4405826,POINT (-10546053.266015142 3264987.4000248713),444.282145527187,2661365.456810929
6997,GALG,40.558297522,-351.68723853,76.8213321,POINT (925372.3739263413 4514929.027591129),624.8754378574196,123126.97642592505
7070,GATC,-23.877677487,-208.622291863,126.6554241,POINT (16851289.387263626 -2658050.899178852),16.216535107722457,1441227.2644231415
7134,GEEL,-38.147926548,-215.643999591,56.9476612,POINT (16069636.458483469 -4246607.758142563),745.3830471411059,2950770.6490434925
7137,GEJE,34.885138917,-231.379302772,59.8301266,POINT (14317990.520896772 3883395.900493051),943.3961387632896,7211144.450039253
7147,GENA,44.397639426,-351.051784995,83.4134069,POINT (996110.7378653274 4942322.613325686),418.2270409823075,144125.82297784372
7154,GENV,44.415211215,-351.119131929,61.5259271,POINT (988613.71146596 4944278.695929494),633.9059445429459,137374.15835295987
7162,GEOM,34.007635477,-232.677695504,95.4477482,POINT (14173454.103120845 3785712.6643829052),143.7277459701504,7209153.240138404
7177,GEVK,63.83537356,-22.471596289,75.0113952,POINT (-2501526.656203496 7106121.2792976),228.21262871419793,2579341.063013925
7231,GIRS,40.922629907,-321.611841854,81.3651489,POINT (4273350.21730438 4555486.323168828),433.0373392120992,3212073.4152099662
7243,GJFV,65.995603476,-21.329866314,93.8165726,POINT (-2374429.8567630793 7346596.973543116),665.895355877594,2656927.161783477
7258,GLD1,-38.208863572,-212.597252023,25.1423131,POINT (16408798.846328873 -4253391.236624699),549.532127345755,2708565.6756743253
7278,GLPV,-0.742998382,-90.303667347,1.7786062,POINT (-10052558.265833206 -82710.20154446617),120.1295690609997,2436757.463269962
7301,GMSD,30.556447253,-228.984438834,142.3954358,POINT (14584585.554994106 3401528.148655483),595.1534861442784,6661722.91371878
7321,GOA1,15.455824472,-286.19907622,-39.971804,POINT (8215481.255262794 1720534.5100132562),568.6958425943878,4096159.919632616
7406,GPB5,-23.7861899,-208.826289449,62.2872405,POINT (16828580.479867045 -2647866.5475801066),236.27316549191323,1459566.1461660315
7424,GRA8,42.975533753,-346.12948056,64.4102101,POINT (1544059.1610990036 4784014.533953101),722.6963612763523,485157.5635430801
7465,GRIC,76.42329358,-82.903529902,45.0866221,POINT (-9228778.73365557 8507402.126070455),209.8995086381994,4398820.3881070195
7469,GRIM,-40.682942374,-215.310430518,90.2676003,POINT (16106769.197834214 -4528804.429045772),38.94902003183961,3116744.1156588723
7493,GRO3,-13.856742219,-223.578584665,69.6467487,POINT (15186362.488389885 -1542525.4878727356),125.2198543492874,3094867.3029320682
7501,GROV,42.497965338,-8.864542728,74.9634082,POINT (-986796.3825961762 4730851.86117635),711.3373934596806,769881.757293853
7511,GRST,-21.357395809,-210.695276371,108.661671,POINT (16620525.807410717 -2377494.426128275),497.37221526873907,1604575.5254817742
7539,GSSC,52.093674104,-176.177369717,259.4861699,POINT (-19611975.086194735 5799041.274808021),442.30861393569404,7269451.589747003
7543,GSTR,52.094310552,-176.058456234,492.6663369,POINT (-19598737.697818723 5799112.123875299),876.7808865473495,7269530.051103611
7552,GTK0,21.432788369,-71.144591856,-31.0466907,POINT (-7919779.738105198 2385887.0875170766),52.01748791718495,965791.2016833738
7559,GUAF,-43.566580906,-74.827238334,154.2761669,POINT (-8329730.0688078 -4849809.602059876),128.40978161451238,5577117.7411671085
7564,GUAP,2.57448045,-77.894679455,23.5427168,POINT (-8671196.05243587 286589.85275123775),175.83570489501662,2293500.8925622683
7631,GVDS,34.83147198,-335.91879383,295.0543237,POINT (2680707.6085322318 3877421.724393777),226.2436077812097,1803752.739608709
7656,GYLT,60.113731337,-338.504485723,32.6352974,POINT (2392869.7036551777 6691829.9621184915),473.8887957479991,1931963.6709642971
7669,H004,34.631706768,-221.810396552,56.0652123,POINT (15383196.288755761 3855183.962715726),795.2372681182616,6670303.405145633
7744,HANK,57.113753846,-351.399794952,87.9129303,POINT (957370.4466611021 6357873.99542909),12.79751102404377,880033.8356702091
7782,HAV3,49.521986025,-359.927825245,149.4095216,POINT (8034.456974724816 5512762.26737461),415.023129295207,415.023129295207
7785,HAW1,45.595866448,-61.344568555,34.4911584,POINT (-6828846.134475662 5075708.635269468),825.7897553014697,567878.9232621804
7829,HDGT,53.526591602,-132.825469645,466.1379108,POINT (-14786063.645258816 5958552.921034154),466.2717014021025,5481169.637745878
7833,HDPW,59.641683789,-151.531189784,20.7669941,POINT (-16868374.88605378 6639281.869444919),792.7096336397829,7233926.597894403
7849,HEL3,54.186314664,-352.123469429,92.1538759,POINT (876811.3723813703 6031992.956360573),922.3101171475732,550537.086732754
7855,HELO,54.606385966,-341.198870639,42.9284627,POINT (2092932.146804984 6078755.0797960805),790.1312410826602,1337110.5561831822
7868,HER4,44.583539617,-326.616982825,33.9712784,POINT (3716180.473064109 4963016.927926179),343.9654519889747,2664225.5381988017
7916,HIMA,40.088882983,-340.24181768,172.6666821,POINT (2199470.794863062 4462674.04013869),942.4591862576874,1158123.7039602136
7948,HKO1,22.302290473,-245.825588748,65.1044881,POINT (12709837.322194446 2482679.618978036),716.8736966436111,7216764.169858699
7951,HKQB,22.291031806,-245.786769606,4.9580481,POINT (12714158.649314918 2481426.309900585),507.0375605904585,7212657.85428357
7985,HMGA,-21.136624606,-175.047861771,64.8990566,POINT (-19486238.836799055 -2352918.2882284964),434.74277409920336,829068.0024008674
7988,HMMV,4.21591353,-286.457397097,-75.8581126,POINT (8186725.106773882 469313.34738807246),803.6878796679889,3080712.2299215547
8024,HOCM,35.246928003,-3.937880592,146.3706761,POINT (-438362.86230615474 3923670.077321135),991.9464475867683,910710.3273707039
8037,HOIF,22.201260557,-246.447403664,104.4069114,POINT (12640617.202377662 2471433.0201740293),124.50569245736226,7262483.20032696
8040,HOL1,54.373298679,-349.842557923,49.9526528,POINT (1130721.2797738109 6052807.921696855),189.9089264430888,640618.7913297905
8057,HOMI,36.078043737,-230.433333104,42.3566829,POINT (14423295.382644415 4016189.4576202924),300.79407076472404,7267756.348661538
8072,HOR1,38.53116859,-28.625530965,66.5259373,POINT (-3186579.530710885 4289270.067108577),935.5998064629414,2839098.0258872625
8163,HUA1,15.753123666,-96.129457985,1.3515938,POINT (-10701082.313123586 1753629.704902587),201.04962218809612,1577680.0227745045
8165,HUA3,23.975386314,-238.38648362,46.4002782,POINT (13537954.717001032 2668927.7960465006),447.75056295150057,6739731.30270671
8206,HUTB,10.609507964,-267.467593431,-55.2061341,POINT (10300660.381137243 1181045.0241196607),907.5424680385224,5157879.668172674
8281,I040,35.132057267,-220.375693397,73.9312585,POINT (15542906.713409869 3910882.7254825667),2.528894166006163,6655077.002343604
8283,I042,35.14860472,-220.889563676,56.7303654,POINT (15485702.935617786 3912724.779524452),781.5748421506578,6679925.834321212
8292,I051,34.784418368,-220.618606463,136.6726974,POINT (15515865.754595716 3872183.740265952),870.4239985985506,6630609.504635953
8297,I056,34.671602552,-222.5857569,116.29177,POINT (15296883.5696351 3859625.141075405),751.9606532740272,6711392.121592294
8298,I057,34.371825262,-220.742088497,59.2196857,POINT (15502119.797448713 3826254.085801217),250.08466152015507,6594323.548893438
8328,I087,34.836145873,-221.668810183,46.8715806,POINT (15398957.611256111 3877942.019782558),402.2621931472715,6684263.087270047
8336,I095,34.670420146,-222.062562442,49.2426657,POINT (15355125.310285524 3859493.5162415733),379.96514246222955,6686161.413163802
8342,I101,34.6053691,-221.784323781,93.711042,POINT (15386098.696347049 3852252.0669252835),887.66906036281,6666416.95726055
8370,IAC1,-18.479747508,-70.332851845,46.0517837,POINT (-7829417.253424152 -2057156.0825788262),492.38886178449457,2901796.598707276
8372,IAC3,38.533860415,-345.643573545,160.8714096,POINT (1598150.082581683 4289569.719696881),428.51218428602033,652380.0192289494
8416,IAGX,29.026559989,-113.171878021,152.430774,POINT (-12598235.833416188 3231221.8774558883),460.7815852046163,2129206.9602748286
8632,IFSC,-27.594431462,-48.542084012,26.470537,POINT (-5403680.074260145 -3071798.0590797276),365.3859143441754,3350230.5996896527
8636,IGCA,-8.812017483,-346.768001547,31.9516039,POINT (1472979.329965343 -980949.2990689842),608.8716532960726,3267583.218255011
8654,IGOU,39.509987834,-339.737319808,42.9407624,POINT (2255631.241080389 4398231.7269293135),68.3007372618985,1226901.2832661243
8656,IGPR,17.965365711,-66.106821545,-14.7641387,POINT (-7358977.712351207 1999895.3628634573),756.3319584248308,329710.6263342407
8694,ILE1,46.142638923,-1.157398419,63.7426765,POINT (-128841.00264801987 5136575.068766245),606.6286466635826,606.6286466635826
8699,ILET,46.142649287,-1.157468594,67.9749438,POINT (-128848.81449328629 5136576.222481448),613.9867030659817,613.9867030659817
8776,IMMA,32.647744651,-16.892172553,109.8105915,POINT (-1880428.0469920721 3634330.310098141),663.4560009086131,2059306.1250225634
8802,IND1,9.864627283,-85.502195884,75.3206,POINT (-9518060.907513611 1098125.2860089939),63.889344832982,2639602.665976116
8811,INE1,41.979001646,-326.237136614,98.1491439,POINT (3758464.759852379 4673081.087242713),389.59724530102324,2694361.637302486
8812,INE3,41.979054755,-326.238644184,62.6931369,POINT (3758296.937927643 4673086.99930955),396.2563063526848,2694193.7784770085
8813,INEB,41.979092618,-326.237174755,98.5153907,POINT (3758460.5140156816 4673091.21419943),379.8162914644421,2694357.3214830267
8837,INJK,58.45802334,-78.106045259,4.2049043,POINT (-8694725.18610826 6507517.390990101),496.11367172862145,2726819.343251587
8888,INUQ,58.451040108,-78.118369296,-23.7709217,POINT (-8696097.091631617 6506740.02115977),309.7998785137721,2727675.5566569758
8920,IQLU,63.746873716,-68.546700988,21.8270554,POINT (-7630583.849542943 7096269.521728235),671.9720878164642,2292397.7037235843
8959,ISCH,40.711961826,-346.075396444,224.0215788,POINT (1550079.777352126 4532034.859665512),788.2802755648777,511053.7095361774
8975,ISMD,47.409221968,-61.823160929,45.4080068,POINT (-6882122.793846886 5277570.448383039),17.145164802313122,605037.3090641075
8996,ITEA,38.430981461,-337.569788712,44.2453606,POINT (2496919.6989656985 4278117.286924257),837.4830515301633,1490960.6222760999
9003,ITRP,45.253612109,-212.113485799,55.8532713,POINT (16462651.456047539 5037609.056530199),634.2906478346843,7431497.395627826
9006,ITUR,45.253812789,-212.113237576,60.8354455,POINT (16462679.088105502 5037631.396125612),669.0823904500754,7431512.5928213885
9014,IVKQ,62.418547267,-77.910937779,-20.3549259,POINT (-8673005.920784699 6948400.897818318),401.67389211659474,2939195.040103411
9016,IWAC,46.305881494,-124.039429968,-14.1741709,POINT (-13808006.182325676 5154747.14864575),159.9977875185329,4332954.680008264
9039,J001,45.40299256,-218.249564652,74.6704926,POINT (15779586.282664208 5054238.012269989),871.875890439725,7637223.319676492
9040,J002,44.433685932,-216.775820761,54.5838797,POINT (15943642.702170026 4946335.292018484),937.979157251598,7483629.965732055
9042,J004,43.915689963,-215.324158072,39.2238362,POINT (16105241.053513102 4888672.244516435),310.34774436215434,7380915.670623148
9044,J006,43.289846044,-214.488541229,50.7280757,POINT (16198261.494974142 4819003.618137289),654.1290758452075,7287900.585092246
9047,J009,43.070079148,-214.870379183,78.5037066,POINT (16155755.488369312 4794539.27918135),571.268298654636,7276305.065427003
9051,J013,43.177853453,-218.969084614,112.5910622,POINT (15699489.686878767 4806536.659934549),553.149995183702,7429595.194976704
9057,J019,42.005856376,-216.843469267,45.5615606,POINT (15936112.10492918 4676070.542111704),793.227593606209,7228941.022675953
9058,J020,42.153546486,-220.480400163,68.5205677,POINT (15531250.809536135 4692511.329952107),483.1069273943388,7381873.579450463
9059,J021,42.008074692,-219.892676196,78.8339704,POINT (15596675.942269573 4676317.483919242),605.6629786368035,7343214.011165278
